symbol,company,market_cap_cr,rank,cap_tier
544402,JASH ENGINEERING LIMITED,3161.82,968,Small
543547,DDEV PLASTIKS INDUSTRIES LIMIT,3155.33,969,Small
531120,PATEL ENGINEERING LTD.,3154.58,970,Small
500444,West Coast Paper Mills Limited,3140.51,971,Small
514167,GANESHA ECOSPHERE LTD.,3140.51,972,Small
532054,KDDL LTD.,3133.72,973,Small
524051,POLYPLEX CORPORATION LTD.,3127.18,974,Small
543288,Deep Industries Limited,3126.39,975,Small
502090,SAGAR CEMENTS LTD.,3123.06,976,Small
503811,SIYARAM SILK MILLS LTD.,3120.89,977,Small
544519,EURO PRATIK SALES LIMITED,3101.51,978,Small
543272,Easy Trip Planners Limited,3093.16,979,Small
517467,MARSONS LIMITED,3091.18,980,Small
540136,HPL Electric & Power Limited,3080.51,981,Small
512008,EFC (I) LIMITED,3074.39,982,Small
539895,SPICE LOUNGE FOOD WORKS LIMITE,3068.54,983,Small
523716,ASHIANA HOUSING LTD.,3067.65,984,Small
523301,TCPL PACKAGING LTD.,3066.47,985,Small
544457,Brigade Hotel Ventures Limited,3050.31,986,Small
522281,RAM RATNA WIRES LTD.,3030.19,987,Small
541163,Sandhar Technologies Limited,3029.50,988,Small
539450,S H Kelkar and Company Limited,3022.18,989,Small
526650,TOURISM FINANCE CORPORATION OF,3021.88,990,Small
534535,STRING METAVERSE LIMITED,3018.50,991,Small
500215,SUNDROP BRANDS LIMITED,3007.23,992,Small
513269,MAN INDUSTRIES (INDIA) LTD.,2982.89,993,Small
539658,TeamLease Services Limited,2980.96,994,Small
539042,AGI Infra Limited,2977.77,995,Small
500730,NOCIL LTD.,2973.76,996,Small
542727,CITY PULSE MULTIVENTURES LIMIT,2955.59,997,Small
543983,EMS LIMITED,2948.90,998,Small
500412,THIRUMALAI CHEMICALS LTD.,2947.77,999,Small
526247,PREMIER EXPLOSIVES LTD.,2945.27,1000,Small
530073,SANGHVI MOVERS LTD.,2895.44,1001,Small
505744,FEDERAL-MOGUL GOETZE (INDIA) L,2881.29,1002,Small
524394,VIMTA LABS LTD.,2881.09,1003,Small
513097,SHIVALIK BIMETAL CONTROLS LTD.,2880.21,1004,Small
533333,FINEOTEX CHEMICAL LTD.,2879.74,1005,Small
544055,Muthoot Microfin Limited,2850.05,1006,Small
539301,Arvind SmartSpaces Limited,2845.72,1007,Small
500097,DALMIA BHARAT SUGAR AND INDUST,2842.56,1008,Small
539686,K.P. Energy Limited,2840.88,1009,Small
517300,GUJARAT INDUSTRIES POWER CO.LT,2839.19,1010,Small
543652,FUSION FINANCE LIMITED,2828.67,1011,Small
506022,PRAKASH INDUSTRIES LTD.,2822.49,1012,Small
530943,SRI ADHIKARI BROTHERS TELEVISI,2818.26,1013,Small
542333,RPSG VENTURES LIMITED,2818.13,1014,Small
543321,Tatva Chintan Pharma Chem Limi,2815.35,1015,Small
524164,IOL CHEMICALS & PHARMACEUTICAL,2803.72,1016,Small
500032,BAJAJ HINDUSTHAN SUGAR LIMITED,2801.47,1017,Small
532430,BF UTILITIES LTD.,2798.04,1018,Small
514446,LS INDUSTRIES LTD.,2780.06,1019,Small
532369,RAMCO INDUSTRIES LTD.,2777.89,1020,Small
509243,TVS SRICHAKRA LTD.,2772.84,1021,Small
533644,UJAAS ENERGY LIMITED,2771.53,1022,Small
544540,Epack Prefab Technologies Limi,2768.41,1023,Small
532368,BRIGHTCOM GROUP LIMITED,2761.81,1024,Small
532486,POKARNA LTD.,2760.18,1025,Small
531508,EVEREADY INDUSTRIES INDIA LTD.,2753.01,1026,Small
544320,CARRARO INDIA LIMITED,2750.61,1027,Small
530367,NRB BEARINGS LTD.,2749.61,1028,Small
522064,HONDA INDIA POWER PRODUCTS LIM,2747.49,1029,Small
500288,MOREPEN LABORATORIES LTD.,2738.56,1030,Small
504036,HIND RECTIFIERS LTD.,2738.37,1031,Small
543528,Venus Pipes & Tubes Limited,2734.70,1032,Small
524667,SAVITA OIL TECHNOLOGIES LTD.,2728.01,1033,Small
532749,ALLCARGO LOGISTICS LTD.,2727.26,1034,Small
522101,KILBURN ENGINEERING LTD.,2722.47,1035,Small
541540,SOLARA ACTIVE PHARMA SCIENCES,2718.13,1036,Small
500108,MAHANAGAR TELEPHONE NIGAM LTD.,2707.52,1037,Small
504341,RAVINDRA ENERGY LIMITED,2706.12,1038,Small
506235,ALEMBIC LTD.,2701.78,1039,Small
504212,UNIVERSAL CABLES LTD.,2698.04,1040,Small
544413,Digitide Solutions Limited,2689.81,1041,Small
534600,JTL INDUSTRIES LIMITED,2677.20,1042,Small
526570,MIDWEST GOLD LTD.,2666.49,1043,Small
503681,ELCID INVESTMENTS LTD.,2665.25,1044,Small
543942,UTKARSH SMALL FINANCE BANK LIM,2663.47,1045,Small
500191,HMT LTD.,2662.26,1046,Small
531209,NUCLEUS SOFTWARE EXPORTS LTD.,2660.29,1047,Small
505010,AUTOMOTIVE AXLES LTD.,2654.56,1048,Small
526947,LA OPALA RG LTD.,2649.81,1049,Small
543650,DCX Systems Limited,2626.40,1050,Small
542905,Hindware Home Innovation Limit,2612.59,1051,Small
532612,INDOCO REMEDIES LTD.,2608.28,1052,Small
544532,Solarworld Energy Solutions Li,2602.48,1053,Small
522029,WINDSOR MACHINES LTD.,2601.95,1054,Small
532390,TAJGVK HOTELS & RESORTS LTD.,2598.97,1055,Small
534392,VARDHMAN SPECIAL STEELS LTD.,2598.10,1056,Small
543686,Sirca Paints India Limited,2597.55,1057,Small
532722,NITCO LTD.,2594.84,1058,Small
544496,Vikran Engineering Limited,2592.09,1059,Small
543989,Sai Silks (Kalamandir) Limited,2591.14,1060,Small
511551,Monarch Networth Capital Limit,2589.46,1061,Small
543328,Krsnaa Diagnostics Limited,2588.85,1062,Small
544150,KP GREEN ENGINEERING LIMITED,2588.20,1063,Small
542866,COLAB PLATFORMS LIMITED,2579.68,1064,Small
543273,Knowledge Marine & Engineering,2578.86,1065,Small
524091,CARYSIL LIMITED,2577.15,1066,Small
540212,TCI Express Limited,2572.52,1067,Small
507514,SOM DISTILLERIES & BREWERIES L,2564.68,1068,Small
538734,CEINSYS TECH LIMITED,2540.31,1069,Small
500052,BHANSALI ENGINEERING POLYMERS,2537.28,1070,Small
533162,HATHWAY CABLE & DATACOM LTD,2503.84,1071,Small
535322,REPCO HOME FINANCE LTD.,2495.04,1072,Small
544291,RAJESH POWER SERVICES LIMITED,2494.32,1073,Small
519183,ADF FOODS LTD.,2490.84,1074,Small
531349,PANACEA BIOTEC LTD.,2480.34,1075,Small
531449,GRM OVERSEAS LTD.,2474.87,1076,Small
540724,Prataap Snacks Limited,2468.17,1077,Small
540710,Capacit'e Infraprojects Limite,2455.26,1078,Small
544294,Rossell Techsys Limited,2450.42,1079,Small
526227,FILATEX INDIA LTD.,2448.06,1080,Small
532815,SMS PHARMACEUTICALS LTD.,2445.86,1081,Small
500227,JINDAL POLY FILMS LTD.,2436.04,1082,Small
523606,SIKA INTERPLANT SYSTEMS LTD.,2417.41,1083,Small
519091,TASTY BITE EATABLES LTD.,2411.58,1084,Small
532859,HINDUJA GLOBAL SOLUTIONS LTD.,2398.64,1085,Small
543972,Aeroflex Industries Limited,2398.27,1086,Small
500147,JOHN COCKERILL INDIA LIMITED,2395.66,1087,Small
533080,MOLD-TEK PACKAGING LIMITED,2395.08,1088,Small
512237,JAI CORP LTD.,2393.55,1089,Small
508814,Cosmo First Limited,2386.74,1090,Small
533344,PTC INDIA FINANCIAL SERVICES L,2378.64,1091,Small
544470,M & B ENGINEERING LIMITED,2370.21,1092,Small
544042,Bajel Projects Limited,2359.94,1093,Small
500365,WELSPUN SPECIALTY SOLUTIONS LI,2352.48,1094,Small
544664,KSH INTERNATIONAL LIMITED,2350.45,1095,Small
500306,Jaykay Enterprises Limited,2346.77,1096,Small
532851,INSECTICIDES (INDIA) LTD.,2346.45,1097,Small
540797,Shalby Limited,2339.83,1098,Small
543214,NDR Auto Components Limited,2332.62,1099,Small
526783,DR.AGARWALS EYE HOSPITAL LTD.,2330.94,1100,Small
543386,Fino Payments Bank Limited,2328.19,1101,Small
500314,ORIENTAL HOTELS LTD.,2327.85,1102,Small
544243,Baazar Style Retail Limited,2324.74,1103,Small
544142,Shipping Corporation of India,2324.46,1104,Small
523385,NILKAMAL LTD.,2320.82,1105,Small
543714,LANDMARK CARS LIMITED,2319.38,1106,Small
523127,EIH ASSOCIATED HOTELS LTD.,2318.42,1107,Small
543311,India Pesticides Limited,2315.13,1108,Small
533306,SUMMIT SECURITIES LTD.,2310.59,1109,Small
526807,SEAMEC LTD.,2287.82,1110,Small
522249,MAYUR UNIQUOTERS LTD.,2285.84,1111,Small
532661,RANE (MADRAS) LTD.,2283.04,1112,Small
543992,YATRA ONLINE LIMITED,2276.78,1113,Small
513517,STEELCAST LTD.,2226.19,1114,Small
523838,SIMPLEX INFRASTRUCTURES LTD.,2223.50,1115,Small
506109,GENESYS INTERNATIONAL CORPORAT,2221.78,1116,Small
500672,NOVARTIS INDIA LTD.,2216.26,1117,Small
532945,SEPC LIMITED,2212.97,1118,Small
532309,GE Power India Ltd,2211.24,1119,Small
533302,KALYANI INVESTMENT COMPANY LTD,2203.64,1120,Small
500168,GOODYEAR INDIA LTD.,2198.23,1121,Small
544386,Spectrum Electrical Industries,2192.64,1122,Small
539199,SG FINSERVE LIMITED,2185.20,1123,Small
544224,Afcom Holdings Limited,2184.69,1124,Small
543711,Sula Vineyards Limited,2183.95,1125,Small
505504,GHV INFRA PROJECTS LIMITED,2183.85,1126,Small
533267,CANTABIL RETAIL INDIA LTD.,2160.62,1127,Small
532848,DELTA CORP LTD.,2142.87,1128,Small
544599,Studds Accessories Limited,2142.25,1129,Small
532663,Sasken Technologies Limited,2140.08,1130,Small
505800,RANE HOLDINGS LTD.,2138.11,1131,Small
514234,SANGAM (INDIA) LTD.,2137.34,1132,Small
500186,HINDUSTAN OIL EXPLORATION CO.L,2136.58,1133,Small
543260,STOVE KRAFT LIMITED,2113.06,1134,Small
532285,Geojit Financial Services Limi,2112.35,1135,Small
543932,IDEAFORGE TECHNOLOGY LIMITED,2105.41,1136,Small
506373,CITURGIA BIOCHEMICALS LTD.,2089.75,1137,Small
532268,ACCELYA SOLUTIONS INDIA LIMITE,2080.46,1138,Small
544119,Rashi Peripherals Limited,2079.76,1139,Small
505196,TIL LTD.,2074.72,1140,Small
523261,VENKYS (INDIA) LTD.,2074.12,1141,Small
541167,YASHO INDUSTRIES LIMITED,2070.87,1142,Small
512068,DECCAN GOLD MINES LTD.,2070.50,1143,Small
543449,WONDER ELECTRICALS LIMITED,2069.93,1144,Small
541403,Dollar Industries Limited,2069.57,1145,Small
504741,INDIAN HUME PIPE CO.LTD.,2067.06,1146,Small
523618,DREDGING CORPORATION OF INDIA,2065.01,1147,Small
543331,Meghmani Organics Limited,2064.57,1148,Small
500117,DCW LTD.,2058.70,1149,Small
543411,HI-TECH PIPES LIMITED,2045.05,1150,Small
517035,RIR POWER ELECTRONICS LIMITED,2044.16,1151,Small
502157,MANGALAM CEMENT LTD.,2043.32,1152,Small
511742,UGRO CAPITAL LIMITED,2039.54,1153,Small
543514,Veranda Learning Solutions Lim,2036.66,1154,Small
544512,SHRINGAR HOUSE OF MANGALSUTRA,2031.32,1155,Small
523694,APCOTEX INDUSTRIES LTD.,2027.33,1156,Small
530131,UDAIPUR CEMENT WORKS LTD.,2017.01,1157,Small
507488,G.M.BREWERIES LTD.,2016.69,1158,Small
538920,VINTAGE COFFEE AND BEVERAGES L,2001.87,1159,Small
544305,One Mobikwik Systems Limited,1997.81,1160,Small
500333,PIX TRANSMISSIONS LTD.,1989.60,1161,Small
539921,Shanti Educational Initiatives,1984.28,1162,Small
543689,Uniparts India Limited,1983.78,1163,Small
517522,RAJRATAN GLOBAL WIRE LTD.,1981.37,1164,Small
544133,EXICOM TELE-SYSTEMS LIMITED,1968.41,1165,Small
500068,DISA INDIA LTD.,1968.19,1166,Small
532240,INDIA NIPPON ELECTRICALS LTD.,1965.41,1167,Small
543230,ADVAIT ENERGY TRANSITIONS LIMI,1963.55,1168,Small
500460,MUKAND LTD.,1959.86,1169,Small
531548,SOMANY CERAMICS LTD.,1951.78,1170,Small
540795,Dynamic Cables Limited,1945.79,1171,Small
504112,NELCO LTD.,1937.94,1172,Small
543812,DIVGI TORQTRANSFER SYSTEMS LIM,1937.18,1173,Small
532650,MSP STEEL & POWER LTD.,1935.44,1174,Small
542759,Spandana Sphoorty Financial Li,1927.73,1175,Small
532686,KERNEX MICROSYSTEMS (INDIA) LT,1925.51,1176,Small
533257,INDOSOLAR LTD.,1923.16,1177,Small
543542,KESAR INDIA LIMITED,1920.19,1178,Small
532698,NITIN SPINNERS LTD.,1920.11,1179,Small
532930,BGR ENERGY SYSTEMS LTD.,1914.65,1180,Small
543329,Windlas Biotech Limited,1909.71,1181,Small
526506,SYSTEMATIX CORPORATE SERVICES,1903.44,1182,Small
507526,ASSOCIATED ALCOHOLS & BREWERIE,1902.01,1183,Small
523862,GRAND OAK CANYONS DISTILLERY L,1899.40,1184,Small
532370,RAMCO SYSTEMS LTD.,1895.56,1185,Small
532775,GTL INFRASTRUCTURE LTD.,1892.32,1186,Small
540048,S.P. Apparels Limited,1891.70,1187,Small
544456,R M DRIP AND SPRINKLERS SYSTEM,1890.91,1188,Small
535136,NIBE LIMITED,1887.33,1189,Small
505725,ALGOQUANT FINTECH LIMITED,1876.41,1190,Small
544339,Laxmi Dental Limited,1875.06,1191,Small
512038,TCC CONCEPT LIMITED,1874.95,1192,Small
524820,PANAMA PETROCHEM LTD.,1853.53,1193,Small
532717,INDO TECH TRANSFORMERS LTD.,1848.40,1194,Small
544479,ALL TIME PLASTICS LIMITED,1847.38,1195,Small
531717,Vidhi Specialty Food Ingredien,1840.84,1196,Small
505412,WENDT (INDIA) LTD.,1831.51,1197,Small
507878,UNITECH LTD.,1824.77,1198,Small
544053,Motisons Jewellers Limited,1811.27,1199,Small
544198,DEE DEVELOPMENT ENGINEERS LIMI,1810.55,1200,Small
517041,ADOR WELDING LTD.,1803.87,1201,Small
544271,Garuda Construction and Engine,1801.35,1202,Small
522195,FRONTIER SPRINGS LTD.,1799.36,1203,Small
532485,BALMER LAWRIE INVESTMENTS LTD.,1791.69,1204,Small
517015,VINDHYA TELELINKS LTD.,1780.32,1205,Small
539636,Precision Camshafts Limited,1777.65,1206,Small
533138,ASTEC LIFESCIENCES LIMITED,1772.92,1207,Small
505160,TALBROS AUTOMOTIVE COMPONENTS,1760.73,1208,Small
540774,IFGL Refractories Limited,1755.35,1209,Small
544107,BLS E-Services Limited,1750.76,1210,Small
533303,BF INVESTMENT LTD.,1739.72,1211,Small
539332,Navkar Corporation Limited,1732.62,1212,Small
500402,SPML INFRA LIMITED,1724.94,1213,Small
513250,JYOTI STRUCTURES LTD.,1722.25,1214,Small
544138,J.G.Chemicals Limited,1716.87,1215,Small
506480,GOCL Corporation Limited,1716.81,1216,Small
509820,HUHTAMAKI INDIA LIMITED,1716.20,1217,Small
532742,PAUSHAK LTD.,1712.59,1218,Small
539678,Quick Heal Technologies Limite,1709.03,1219,Small
543619,Concord Control Systems Limite,1706.23,1220,Small
532366,PNB GILTS LTD.,1702.06,1221,Small
511034,JINDAL DRILLING & INDUSTRIES L,1701.34,1222,Small
533146,D-LINK (INDIA) LTD,1697.04,1223,Small
521238,BHARAT GLOBAL DEVELOPERS LIMIT,1684.25,1224,Small
506197,BLISS GVS PHARMA LTD.,1677.94,1225,Small
544217,SANSTAR LIMITED,1673.59,1226,Small
526521,SANGHI INDUSTRIES LTD.,1673.48,1227,Small
533121,EXPLEO SOLUTIONS LIMITED,1667.15,1228,Small
539682,Mobavenue AI Tech Limited,1660.18,1229,Small
523105,CROPSTER AGRO LIMITED,1655.35,1230,Small
502450,SESHASAYEE PAPER & BOARDS LTD.,1652.90,1231,Small
533137,DEN NETWORKS LTD,1652.67,1232,Small
507747,TTK HEALTHCARE LTD.,1651.11,1233,Small
539309,Rama Steel Tubes Limited,1649.51,1234,Small
544316,DAM Capital Advisors Limited,1649.36,1235,Small
543590,Rhetan TMT Limited,1646.44,1236,Small
542774,MUFIN GREEN FINANCE LIMITED,1644.59,1237,Small
531179,ARMAN FINANCIAL SERVICES LTD.,1643.83,1238,Small
506194,ARIHANT SUPERSTRUCTURES LIMITE,1643.64,1239,Small
539404,SATIN CREDITCARE NETWORK LIMIT,1640.41,1240,Small
522257,RAJOO ENGINEERS LTD.,1629.70,1241,Small
522261,DOLPHIN OFFSHORE ENTERPRISES (,1624.88,1242,Small
544202,STANLEY LIFESTYLES LIMITED,1619.00,1243,Small
544167,JNK India Limited,1613.79,1244,Small
543399,Tarsons Products Limited,1608.40,1245,Small
514043,HIMATSINGKA SEIDE LTD.,1604.64,1246,Small
522241,M.M.FORGINGS LTD.,1599.70,1247,Small
544037,Amic Forging Limited,1599.51,1248,Small
530475,TINNA RUBBER AND INFRASTRUCTUR,1597.34,1249,Small
543953,Khazanchi Jewellers Limited,1594.59,1250,Small
543996,Updater Services Limited,1587.27,1251,Small
524470,SYNCOM FORMULATIONS (INDIA) LT,1586.11,1252,Small
517380,IGARASHI MOTORS INDIA LTD.,1585.30,1253,Small
533263,ORIENT GREEN POWER COMPANY LTD,1580.25,1254,Small
506618,PUNJAB CHEMICALS AND CROP PROT,1578.61,1255,Small
511768,MASTER TRUST LTD.,1577.73,1256,Small
544293,SURAKSHA DIAGNOSTIC LIMITED,1576.68,1257,Small
543263,SMC Global Securities Limited,1576.49,1258,Small
544459,SHANTI GOLD INTERNATIONAL LIMI,1572.34,1259,Small
531761,APOLLO PIPES LIMITED,1571.81,1260,Small
543923,IKIO Technologies Limited,1569.26,1261,Small
543254,Antony Waste Handling Cell Lim,1565.16,1262,Small
544342,Stallion India Fluorochemicals,1564.21,1263,Small
544239,ECOS (India) Mobility & Hospit,1557.05,1264,Small
532705,JAGRAN PRAKASHAN LTD.,1556.82,1265,Small
533552,RUPA & COMPANY LTD.,1551.00,1266,Small
532880,OMAXE LTD.,1548.73,1267,Small
543419,Shriram Properties Limited,1548.36,1268,Small
544523,IVALUE INFOSOLUTIONS LIMITED,1547.01,1269,Small
524669,HESTER BIOSCIENCES LTD.,1540.11,1270,Small
544336,Quadrant Future Tek Limited,1534.53,1271,Small
504092,INDOKEM LTD.,1533.18,1272,Small
543929,HMA Agro Industries Limited,1529.78,1273,Small
507789,JAGSONPAL PHARMACEUTICALS LTD.,1526.58,1274,Small
544134,Platinum Industries Limited,1522.60,1275,Small
504000,ELPRO INTERNATIONAL LTD.,1517.05,1276,Small
508954,FINKURVE FINANCIAL SERVICES LT,1515.62,1277,Small
544235,Orient Technologies Limited,1513.50,1278,Small
532684,EVEREST KANTO CYLINDER LTD.,1511.06,1279,Small
514448,JYOTI RESINS & ADHESIVES LTD.,1507.54,1280,Small
502330,ANDHRA PAPER LIMITED,1506.84,1281,Small
540642,Salasar Techno Engineering Lim,1504.65,1282,Small
544020,ESAF Small Finance Bank Ltd,1504.36,1283,Small
526829,CONFIDENCE PETROLEUM INDIA LTD,1497.91,1284,Small
501150,CENTRUM CAPITAL LTD.,1496.87,1285,Small
505526,DOLAT ALGOTECH LIMITED,1474.66,1286,Small
517500,ROTO PUMPS LTD.,1466.63,1287,Small
500304,NIIT LTD.,1466.46,1288,Small
512267,MEDIA MATRIX WORLDWIDE LTD.,1464.46,1289,Small
540717,Polo Queen Industrial and Fint,1460.01,1290,Small
524632,Shukra Pharmaceuticals Limited,1457.42,1291,Small
533761,GPT INFRAPROJECTS LTD.,1454.34,1292,Small
543279,Suryoday Small Finance Bank Li,1453.19,1293,Small
509675,BIRLANU LIMITED,1451.87,1294,Small
543977,Rishabh Instruments Limited,1450.22,1295,Small
530355,ASIAN ENERGY SERVICES LTD,1447.05,1296,Small
512020,SARASWATI COMMERCIAL (INDIA) L,1439.72,1297,Small
544029,Gandhar Oil Refinery (India) L,1437.75,1298,Small
523369,DCM SHRIRAM INDUSTRIES LTD.,1434.43,1299,Small
530927,HARYANA FINANCIAL CORPORATION,1434.23,1300,Small
539872,Bajaj Healthcare Limited,1433.17,1301,Small
500650,EXCEL INDUSTRIES LTD.,1433.10,1302,Small
539046,Manaksia Coated Metals & Indus,1432.09,1303,Small
531147,ALICON CASTALLOY LIMITED,1430.65,1304,Small
530307,CHAMAN LAL SETIA EXPORTS LTD.,1418.25,1305,Small
530699,RAJ RAYON INDUSTRIES LIMITED,1417.75,1306,Small
500207,INDO RAMA SYNTHETICS (INDIA) L,1415.74,1307,Small
530555,PARAMOUNT COMMUNICATIONS LTD.,1414.11,1308,Small
542012,A-1 LIMITED,1413.69,1309,Small
543974,VISHNU PRAKASH R PUNGLIA LIMIT,1412.67,1310,Small
517059,SALZER ELECTRONICS LTD.,1412.05,1311,Small
543389,Sigachi Industries Limited,1404.82,1312,Small
544310,Yash Highvoltage Limited,1399.53,1313,Small
532633,Alldigi Tech Limited,1397.37,1314,Small
532719,B.L.KASHYAP AND SONS LTD.,1397.19,1315,Small
514211,SUMEET INDUSTRIES LTD.,1394.64,1316,Small
544227,UNICOMMERCE ESOLUTIONS LIMITED,1391.76,1317,Small
544279,Godavari Biorefineries Limited,1389.99,1318,Small
543766,Ashika Credit Capital Ltd.,1388.82,1319,Small
506685,ULTRAMARINE & PIGMENTS LTD.,1388.38,1320,Small
543644,InfoBeans Technologies Limited,1386.21,1321,Small
523475,LOTUS CHOCOLATE CO.LTD.,1384.24,1322,Small
530879,CAPITAL INDIA FINANCE LIMITED,1383.88,1323,Small
544534,Jaro Institute of Technology M,1383.84,1324,Small
544054,Suraj Estate Developers Limite,1383.44,1325,Small
538836,Monte Carlo Fashions Limited,1370.95,1326,Small
532888,ASIAN GRANITO INDIA LTD.,1368.01,1327,Small
543517,Hariom Pipe Industries Limited,1366.10,1328,Small
502137,DECCAN CEMENTS LTD.,1358.21,1329,Small
522073,The Hi-Tech Gears Ltd,1353.61,1330,Small
540425,Shankara Building Products Lim,1351.09,1331,Small
543597,Virtuoso Optoelectronics Limit,1350.66,1332,Small
540124,G N A Axles Limited,1344.53,1333,Small
523445,RELIANCE INDUSTRIAL INFRASTRUC,1338.06,1334,Small
539221,Sportking India Ltd.,1331.97,1335,Small
500199,I G PETROCHEMICALS LTD.,1321.50,1336,Small
532923,RENAISSANCE GLOBAL LIMITED,1311.74,1337,Small
502180,SHREE DIGVIJAY CEMENT CO.LTD.,1309.36,1338,Small
543920,CFF FLUID CONTROL LIMITED,1307.78,1339,Small
544117,Signpost India Limited,1304.62,1340,Small
526173,ANDREW YULE & COMPANY LTD.,1302.09,1341,Small
532382,BALAJI TELEFILMS LTD.,1299.55,1342,Small
531795,ATUL AUTO LTD.,1290.98,1343,Small
531921,AGARWAL INDUSTRIAL CORPORATION,1288.78,1344,Small
544264,Diffusion Engineers Limited,1287.95,1345,Small
539289,Aurum PropTech Limited,1287.50,1346,Small
540718,AAYUSH ART AND BULLION LIMITED,1287.35,1347,Small
544120,Capital Small Finance Bank Ltd,1285.55,1348,Small
520008,RICO AUTO INDUSTRIES LTD.,1280.17,1349,Small
522108,YUKEN INDIA LTD.,1277.18,1350,Small
544446,Advent Hotels International Li,1273.03,1351,Small
517421,BUTTERFLY GANDHIMATHI APPLIANC,1271.32,1352,Small
532850,MIC ELECTRONICS LTD.,1264.77,1353,Small
530079,FAZE THREE LTD.,1264.42,1354,Small
539799,Bharat Wire Ropes Limited,1263.72,1355,Small
533156,VASCON ENGINEERS LTD,1263.51,1356,Small
507410,WALCHANDNAGAR INDUSTRIES LTD.,1263.27,1357,Small
505400,TEXMACO INFRASTRUCTURE & HOLDI,1260.08,1358,Small
544258,Western Carriers (India) Limit,1258.64,1359,Small
543266,Heranba Industries Limited,1250.87,1360,Small
530075,Antelopus Selan Energy Limited,1250.59,1361,Small
507753,TGV SRAAC Limited,1249.90,1362,Small
539469,PANORAMA STUDIOS INTERNATIONAL,1249.83,1363,Small
544184,Borosil Scientific Limited,1248.79,1364,Small
506390,Heubach Colorants India Limite,1245.19,1365,Small
544131,GPT Healthcare Limited,1244.57,1366,Small
544004,IRM ENERGY LIMITED,1243.60,1367,Small
539334,Shree Pushkar Chemicals & Fert,1240.07,1368,Small
544492,MANGAL ELECTRICAL INDUSTRIES L,1239.84,1369,Small
540602,GTPL Hathway Limited,1238.63,1370,Small
532699,ROYAL ORCHID HOTELS LTD.,1238.20,1371,Small
500439,VARDHMAN HOLDINGS LTD.,1234.32,1372,Small
509438,BENARES HOTELS LTD.,1232.37,1373,Small
532365,DYNACONS SYSTEMS & SOLUTIONS L,1231.04,1374,Small
544364,Indef Manufacturing Limited,1229.93,1375,Small
534369,TRIBHOVANDAS BHIMJI ZAVERI LTD,1229.44,1376,Small
544395,STL Networks Limited,1227.51,1377,Small
544419,ArisInfra Solutions Limited,1225.87,1378,Small
539607,Blue Cloud Softech Solutions L,1224.18,1379,Small
532067,3B BlackBio Dx Limited,1218.93,1380,Small
522295,CONTROL PRINT LTD.,1218.34,1381,Small
532624,JINDAL PHOTO LTD.,1215.94,1382,Small
526608,ELECTROTHERM (INDIA) LTD.,1213.01,1383,Small
544281,A B INFRABUILD LIMITED,1208.71,1384,Small
538668,Meghna Infracon Infrastructure,1206.89,1385,Small
544158,SRM CONTRACTORS LIMITED,1206.43,1386,Small
544253,Kross Limited,1200.45,1387,Small
519602,KELLTON TECH SOLUTIONS LTD.,1194.47,1388,Small
520073,RACL Geartech Limited,1191.62,1389,Small
543928,Cosmic CRF Limited,1190.86,1390,Small
506248,AMINES & PLASTICIZERS LTD.,1190.62,1391,Small
534742,ZUARI AGRO CHEMICALS LTD.,1186.85,1392,Small
534748,STEEL EXCHANGE INDIA LTD.,1186.39,1393,Small
544448,Pashupati Cotspin Limited,1180.47,1394,Small
505036,AUTOMOBILE CORPORATION OF GOA,1177.38,1395,Small
544414,Bluspring Enterprises Limited,1173.09,1396,Small
500268,MANALI PETROCHEMICAL LTD.,1165.74,1397,Small
523736,Dhunseri Ventures Limited,1162.20,1398,Small
531381,ARIHANT FOUNDATIONS & HOUSING,1158.99,1399,Small
524332,BCL INDUSTRIES LIMITED,1158.20,1400,Small
507944,BAJAJ STEEL INDUSTRIES LTD.,1157.68,1401,Small
532864,NELCAST LTD.,1155.34,1402,Small
544536,Wealth First Portfolio Manager,1153.57,1403,Small
523708,EIMCO ELECON (INDIA) LTD.,1152.94,1404,Small
531847,ASIAN STAR CO.LTD.,1149.83,1405,Small
532408,MEGASOFT LTD.,1146.20,1406,Small
500078,ORIENTAL AROMATICS LIMITED,1142.48,1407,Small
524520,KMC SPECIALITY HOSPITALS (INDI,1141.34,1408,Small
530759,STERLING TOOLS LTD.,1139.58,1409,Small
502175,SAURASHTRA CEMENT LTD.,1132.91,1410,Small
544491,Gem Aromatics Limited,1132.13,1411,Small
509152,GRP LTD.,1130.54,1412,Small
544617,Excelsoft Technologies Limited,1123.24,1413,Small
532341,IZMO Limited,1119.15,1414,Small
544410,PROSTARM INFO SYSTEMS LIMITED,1118.68,1415,Small
544631,CREATIVE NEWTECH LIMITED,1116.26,1416,Small
540980,The Yamuna Syndicate Ltd,1113.44,1417,Small
540704,Matrimony.com Limited,1111.75,1418,Small
532051,SWELECT ENERGY SYSTEMS LIMITED,1110.23,1419,Small
539785,Pudumjee Paper Products Limite,1109.52,1420,Small
508933,AYM Syntex Limited,1108.29,1421,Small
531092,OM INFRA LIMITED,1102.04,1422,Small
530643,ECO RECYCLING LTD.,1100.35,1423,Small
500136,ESTER INDUSTRIES LTD.,1097.79,1424,Small
540776,5paisa Capital Limited,1094.33,1425,Small
544633,VIDYA WIRES LIMITED,1094.22,1426,Small
503031,PENINSULA LAND LTD.,1089.89,1427,Small
