symbol,company,market_cap_cr,rank,cap_tier
500378,JINDAL SAW LTD.,12425.67,489,Small
543297,Inox Wind Energy Limited,12410.75,490,Small
514162,WELSPUN LIVING LIMITED,12330.25,491,Small
543768,NMDC Steel Limited,12252.03,492,Small
543349,ACUTAAS CHEMICALS LIMITED,12190.95,493,Small
541556,RITES Limited,12178.35,494,Small
519600,CCL PRODUCTS (INDIA) LTD.,12161.65,495,Small
500940,FINOLEX INDUSTRIES LTD.,12094.47,496,Small
535789,Sammaan Capital Limited,12088.31,497,Small
500210,INGERSOLL-RAND (INDIA) LTD.,12067.73,498,Small
530005,INDIA CEMENTS LTD.,12014.16,499,Small
543333,CarTrade Tech Limited,11969.09,500,Small
544009,Blue Jet Healthcare Limited,11961.87,501,Small
500110,CHENNAI PETROLEUM CORPORATION,11917.78,502,Small
543959,SBFC Finance Limited,11888.82,503,Small
544583,Canara HSBC Life Insurance Com,11799.65,504,Small
543265,RailTel Corporation of India L,11782.60,505,Small
543318,Clean Science and Technology L,11732.73,506,Small
532966,TITAGARH RAIL SYSTEMS LIMITED,11720.93,507,Small
532926,JYOTHY LABS LIMITED,11720.50,508,Small
544344,SHRIRAM PISTONS & RINGS LTD,11708.64,509,Small
543322,ALIVUS LIFE SCIENCES LIMITED,11606.67,510,Small
532178,ENGINEERS INDIA LTD.,11601.29,511,Small
532209,JAMMU & KASHMIR BANK LTD.,11565.04,512,Small
532439,OLECTRA GREENTECH LIMITED,11559.56,513,Small
543317,G R Infraprojects Limited,11554.82,514,Small
500674,SANOFI INDIA LTD,11413.95,515,Small
543271,Jubilant Ingrevia Limited,11409.71,516,Small
544250,Sanofi Consumer Healthcare Ind,11294.48,517,Small
543482,Eureka Forbes Limited,11218.24,518,Small
534618,WAAREE RENEWABLE TECHNOLOGIES,11173.19,519,Small
530517,RELAXO FOOTWEARS LTD.,11144.82,520,Small
543527,Prudent Corporate Advisory Ser,11144.25,521,Small
544488,Vikram Solar Limited,11039.08,522,Small
532371,TATA TELESERVICES (MAHARASHTRA,11031.58,523,Small
511196,CAN FIN HOMES LTD.,10931.58,524,Small
532400,BIRLASOFT LIMITED,10900.63,525,Small
509488,GRAPHITE INDIA LTD.,10876.70,526,Small
530007,JK TYRE & INDUSTRIES LTD.,10822.24,527,Small
544288,BlackBuck Limited,10797.51,528,Small
505537,ZEE ENTERTAINMENT ENTERPRISES,10743.64,529,Small
523025,SAFARI INDUSTRIES (INDIA) LTD.,10742.31,530,Small
500183,HFCL LIMITED,10693.56,531,Small
544046,INOX India Limited,10689.96,532,Small
544578,RUBICON RESEARCH LIMITED,10637.44,533,Small
532689,PVR INOX LIMITED,10616.16,534,Small
500380,JK LAKSHMI CEMENT LTD.,10578.23,535,Small
523598,SHIPPING CORPORATION OF INDIA,10561.47,536,Small
543350,Vijaya Diagnostic Centre Limit,10549.94,537,Small
530117,PRIVI SPECIALITY CHEMICALS LIM,10530.91,538,Small
532221,SONATA SOFTWARE LTD.,10506.78,539,Small
543280,Nazara Technologies Limited,10458.62,540,Small
544061,Azad Engineering Limited,10421.70,541,Small
543534,Aether Industries Limited,10420.65,542,Small
532922,EDELWEISS FINANCIAL SERVICES L,10411.88,543,Small
544192,Le Travenues Technology Limite,10385.50,544,Small
542650,Metropolis Healthcare Limited,10325.88,545,Small
500038,BALRAMPUR CHINI MILLS LTD.,10252.41,546,Small
520113,VESUVIUS INDIA LTD.,10245.54,547,Small
505533,WESTLIFE FOODWORLD LIMITED,10238.84,548,Small
532527,RAMKRISHNA FORGINGS LTD.,10236.81,549,Small
530343,GENUS POWER INFRASTRUCTURES LT,10142.77,550,Small
509631,HEG LTD.,10079.20,551,Small
500390,RELIANCE INFRASTRUCTURE LTD.,10042.88,552,Small
532856,TIME TECHNOPLAST LTD.,10036.19,553,Small
500126,PROCTER & GAMBLE HEALTH LIMITE,10014.12,554,Small
540575,Star Cement Limited,10009.59,555,Small
540595,Tejas Networks Limited,9997.93,556,Small
506767,ALKYL AMINES CHEMICALS LTD.,9989.52,557,Small
501423,SHAILY ENGINEERING PLASTICS LT,9987.19,558,Small
500039,BANCO PRODUCTS (INDIA) LTD.,9932.05,559,Small
531431,SHAKTI PUMPS (INDIA) LTD.,9917.98,560,Small
504346,RRP SEMICONDUCTOR LIMITED,9902.70,561,Small
512573,AVANTI FEEDS LTD.,9879.68,562,Small
542773,IIFL CAPITAL SERVICES LIMITED,9864.04,563,Small
544022,ASK Automotive Limited,9832.94,564,Small
543427,Medplus Health Services Limite,9822.32,565,Small
535755,Aditya Birla Fashion and Retai,9756.04,566,Small
513377,MMTC LTD.,9732.12,567,Small
506655,SUDARSHAN CHEMICAL INDUSTRIES,9731.84,568,Small
534076,RHI MAGNESITA INDIA LIMITED,9721.70,569,Small
544634,Aequs Limited,9690.45,570,Small
544044,India Shelter Finance Corporat,9626.97,571,Small
543980,Jupiter Life Line Hospitals Li,9608.91,572,Small
532493,ASTRA MICROWAVE PRODUCTS LTD.,9591.94,573,Small
533553,T D POWER SYSTEMS LTD.,9556.07,574,Small
542323,KPI Green Energy Limited,9517.57,575,Small
544317,Transrail Lighting Limited,9513.06,576,Small
532468,KAMA HOLDINGS LIMITED,9505.36,577,Small
500335,BIRLA CORPORATION LTD.,9492.74,578,Small
543397,Sapphire Foods India Limited,9452.06,579,Small
543425,C.E. Info Systems Limited,9440.78,580,Small
542904,Ujjivan Small Finance Bank Lim,9433.32,581,Small
539787,HealthCare Global Enterprises,9415.23,582,Small
505355,NESCO LTD.,9355.87,583,Small
512463,LLOYDS ENTERPRISES LIMITED,9303.59,584,Small
544057,Happy Forgings Limited,9250.72,585,Small
544014,Honasa Consumer Limited,9245.85,586,Small
530813,KRBL LTD.,9180.51,587,Small
544476,Jeena Sikho Lifecare Limited,9141.92,588,Small
541578,Varroc Engineering Limited,9138.78,589,Small
543358,Sansera Engineering Limited,9119.66,590,Small
543398,Latent View Analytics Limited,9087.09,591,Small
507205,TILAKNAGAR INDUSTRIES LTD.,9049.27,592,Small
544484,BlueStone Jewellery and Lifest,9026.62,593,Small
533269,VA TECH WABAG LTD.,9014.55,594,Small
533095,BENGAL & ASSAM COMPANY LTD.,8958.97,595,Small
521070,ALOK INDUSTRIES LTD.,8931.68,596,Small
504918,SANDUR MANGANESE & IRON ORES L,8928.54,597,Small
533160,VALOR ESTATE LIMITED,8858.44,598,Small
517506,TTK PRESTIGE LTD.,8855.95,599,Small
524404,MARKSANS PHARMA LTD.,8841.84,600,Small
532349,TRANSPORT CORPORATION OF INDIA,8832.06,601,Small
500463,BLACK BOX LIMITED,8804.33,602,Small
539302,Power Mech Projects Limited,8795.14,603,Small
544595,Orkla India Limited,8782.17,604,Small
532218,SOUTH INDIAN BANK LTD.,8752.13,605,Small
544469,Sri Lotus Developers and Realt,8689.19,606,Small
532976,JAI BALAJI INDUSTRIES LTD.,8649.91,607,Small
532163,SAREGAMA INDIA LTD.,8635.28,608,Small
500245,KIRLOSKAR FERROUS INDUSTRIES L,8620.59,609,Small
534809,PC JEWELLER LTD.,8577.06,610,Small
532796,LUMAX AUTO TECHNOLOGIES LTD.,8475.90,611,Small
544644,Corona Remedies Limited,8453.45,612,Small
532790,TANLA PLATFORMS LIMITED,8409.80,613,Small
540879,Apollo Micro Systems Limited,8395.17,614,Small
541974,Manorama Industries Limited,8395.09,615,Small
500101,ARVIND LTD.,8381.02,616,Small
500123,ELANTAS BECK INDIA LTD.,8368.91,617,Small
544256,P N GADGIL JEWELLERS LIMITED,8329.52,618,Small
543227,Happiest Minds Technologies Li,8327.36,619,Small
500265,MAHARASHTRA SEAMLESS LTD.,8327.11,620,Small
543523,Campus Activewear Limited,8324.99,621,Small
532915,RELIGARE ENTERPRISES LTD.,8324.24,622,Small
543490,GMR Power and Urban Infra Limi,8320.15,623,Small
543253,Mrs. Bectors Food Specialities,8292.79,624,Small
524230,RASHTRIYA CHEMICALS & FERTILIZ,8221.14,625,Small
544570,WeWork India Management Limite,8219.83,626,Small
500133,ESAB INDIA LTD.,8216.61,627,Small
532757,VOLTAMP TRANSFORMERS LTD.,8126.69,628,Small
532531,STRIDES PHARMA SCIENCE LIMITED,8100.60,629,Small
540935,Galaxy Surfactants Limited,8084.28,630,Small
532313,MAHINDRA LIFESPACE DEVELOPERS,8034.30,631,Small
533248,GUJARAT PIPAVAV PORT LTD.,8014.92,632,Small
544418,Oswal Pumps Limited,8001.55,633,Small
538666,Sharda Cropchem Limited,7999.07,634,Small
543306,Dodla Dairy Limited,7930.10,635,Small
532798,NETWORK18 MEDIA & INVESTMENTS,7923.11,636,Small
522163,DIAMOND POWER INFRASTRUCTURE L,7902.22,637,Small
500655,GARWARE HI-TECH FILMS LIMITED,7871.88,638,Small
532443,CERA SANITARYWARE LTD.,7863.70,639,Small
505283,KIRLOSKAR PNEUMATIC CO.LTD.,7844.74,640,Small
502219,BOROSIL RENEWABLES LIMITED,7839.54,641,Small
544423,Kalpataru Limited,7827.35,642,Small
532356,TRIVENI ENGINEERING & INDUSTRI,7821.41,643,Small
500690,GUJARAT STATE FERTILIZERS & CH,7800.62,644,Small
509557,GARWARE TECHNICAL FIBRES LIMIT,7781.04,645,Small
543657,Archean Chemical Industries Li,7771.45,646,Small
540047,Dilip Buildcon Limited,7654.80,647,Small
530549,SHILPA MEDICARE LTD.,7654.03,648,Small
544008,Max Estates Limited,7580.83,649,Small
539992,LLOYDS ENGINEERING WORKS LIMIT,7573.27,650,Small
532748,PRIME FOCUS LTD.,7572.10,651,Small
500413,THOMAS COOK (INDIA) LTD.,7549.96,652,Small
544619,Sudeep Pharma Limited,7546.05,653,Small
543748,Aarti Pharmalabs Limited,7527.58,654,Small
500670,GUJARAT NARMADA VALLEY FERTILI,7519.78,655,Small
533158,THANGAMAYIL JEWELLERY LTD,7505.41,656,Small
500338,PRISM JOHNSON LIMITED.,7482.78,657,Small
543669,Keystone Realtors Limited,7450.66,658,Small
544222,Akums Drugs and Pharmaceutical,7433.24,659,Small
544356,AJAX Engineering Limited,7404.57,660,Small
543532,ETHOS LIMITED,7389.16,661,Small
539150,PNC Infratech Limited,7383.59,662,Small
531599,FDC LTD.,7370.31,663,Small
543957,REDTAPE Limited,7351.11,664,Small
543596,Tamilnad Mercantile Bank Limit,7312.66,665,Small
532375,TIPS MUSIC LIMITED,7264.16,666,Small
532867,V2 RETAIL LTD.,7263.36,667,Small
544527,Atlanta Electricals Limited,7260.04,668,Small
543332,Epigral Limited,7236.00,669,Small
543667,INOX GREEN ENERGY SERVICES LIM,7232.39,670,Small
540203,Sheela Foam Limited,7209.92,671,Small
523704,MASTEK LTD.,7205.68,672,Small
534597,RATTANINDIA ENTERPRISES LIMITE,7200.66,673,Small
533286,MOIL LTD.,7198.47,674,Small
526367,GANESH HOUSING LIMITED,7197.62,675,Small
531112,BALU FORGE INDUSTRIES LIMITED,7196.39,676,Small
532553,WELSPUN ENTERPRISES LIMTED,7120.86,677,Small
544240,Raymond Lifestyle Limited,7113.01,678,Small
533033,ISGEC HEAVY ENGINEERING LTD.,7078.19,679,Small
522205,PRAJ INDUSTRIES LTD.,7072.27,680,Small
543417,RateGain Travel Technologies L,7055.37,681,Small
541195,Mishra Dhatu Nigam Limited,7042.79,682,Small
532652,KARNATAKA BANK LTD.,6991.12,683,Small
543950,YATHARTH HOSPITAL & TRAUMA CAR,6967.31,684,Small
542867,CSB Bank Limited,6965.82,685,Small
500135,EPL LIMITED,6950.73,686,Small
532668,AURIONPRO SOLUTIONS LTD.,6924.32,687,Small
535648,JUST DIAL LTD.,6872.57,688,Small
533088,MAHINDRA HOLIDAYS & RESORTS IN,6857.15,689,Small
539871,Thyrocare Technologies Limited,6845.13,690,Small
542484,Arvind Fashions Limited,6845.10,691,Small
523323,KOVAI MEDICAL CENTER & HOSPITA,6783.58,692,Small
543243,Equitas Small Finance Bank Lim,6724.61,693,Small
544421,ELLENBARRIE INDUSTRIAL GASES L,6713.69,694,Small
543441,CMS Info Systems Limited,6693.34,695,Small
532808,PEARL GLOBAL INDUSTRIES LIMITE,6666.92,696,Small
507717,DHANUKA AGRITECH LTD.,6647.53,697,Small
517385,SYMPHONY LIMITED,6552.46,698,Small
544367,QUALITY POWER ELECTRICAL EQUIP,6529.42,699,Small
532811,AHLUWALIA CONTRACTS (INDIA) LT,6516.06,700,Small
530843,CUPID LTD.,6515.89,701,Small
505726,IFB INDUSTRIES LTD.,6478.88,702,Small
544645,PARK MEDI WORLD LIMITED,6447.22,703,Small
500031,BAJAJ ELECTRICALS LTD.,6445.99,704,Small
532162,JK PAPER LTD.,6436.29,705,Small
540293,Pricol Limited,6432.48,706,Small
519126,HINDUSTAN FOODS LTD.,6393.86,707,Small
543896,Avalon Technologies Limited,6368.67,708,Small
500336,SURYA ROSHNI LTD.,6361.32,709,Small
532891,Puravankara Limited,6356.04,710,Small
544613,Fujiyama Power Systems Limited,6342.13,711,Small
540205,Aditya Vision Limited,6326.60,712,Small
533122,RATTANINDIA POWER LTD.,6318.40,713,Small
532670,SHREE RENUKA SUGARS LTD.,6285.75,714,Small
538979,Greenlam Industries Ltd,6283.74,715,Small
532509,SUPRAJIT ENGINEERING LTD.,6274.26,716,Small
522285,JAYASWAL NECO INDUSTRIES LTD.,6256.49,717,Small
534976,V-MART RETAIL LTD.,6203.89,718,Small
500214,ION EXCHANGE (INDIA) LTD.,6178.39,719,Small
512179,SUNTECK REALTY LTD.,6170.52,720,Small
544129,Juniper Hotels Limited,6162.09,721,Small
544642,Wakefit Innovations Limited,6153.64,722,Small
541019,H.G. Infra Engineering Limited,6148.02,723,Small
532835,ICRA LTD.,6140.12,724,Small
517168,SUBROS LTD.,6125.35,725,Small
532395,AXISCADES TECHNOLOGIES LIMITED,6081.90,726,Small
544580,Canara Robeco Asset Management,6074.37,727,Small
500355,RALLIS INDIA LTD.,6039.54,728,Small
532630,GOKALDAS EXPORTS LTD.,6022.85,729,Small
538567,GULF OIL LUBRICANTS INDIA LTD,6012.09,730,Small
543270,MTAR Technologies Limited,6011.49,731,Small
543336,Chemplast Sanmar Limited,5980.33,732,Small
533169,MAN INFRACONSTRUCTION LTD.,5965.71,733,Small
542760,STERLING AND WILSON RENEWABLE,5958.26,734,Small
527001,ASHAPURA MINECHEM LTD.,5957.74,735,Small
535602,SHARDA MOTOR INDUSTRIES LTD,5946.50,736,Small
530305,PICCADILY AGRO INDUSTRIES LTD.,5925.67,737,Small
500201,INDIA GLYCOLS LTD.,5917.25,738,Small
507880,V.I.P.INDUSTRIES LTD.,5892.57,739,Small
500128,ELECTROSTEEL CASTINGS LTD.,5878.27,740,Small
532804,TECHNOCRAFT INDUSTRIES (INDIA),5863.96,741,Small
539883,Pilani Investment And Industri,5809.51,742,Small
544447,SMARTWORKS COWORKING SPACES LI,5802.74,743,Small
533047,INDIAN METALS & FERRO ALLOYS L,5772.45,744,Small
543434,Supriya Lifescience Limited,5757.72,745,Small
543367,Paras Defence and Space Techno,5720.14,746,Small
500171,GHCL LTD.,5707.44,747,Small
544526,Saatvik Green Energy Limited,5695.92,748,Small
540749,MAS Financial Services Limited,5662.80,749,Small
533326,TEXMACO RAIL & ENGINEERING LTD,5653.11,750,Small
538562,SKIPPER LTD,5620.90,751,Small
531500,RAJESH EXPORTS LTD.,5610.08,752,Small
532374,STERLITE TECHNOLOGIES LTD.,5608.30,753,Small
543936,Senco Gold Limited,5559.61,754,Small
524743,FISCHER MEDICAL VENTURES LIMIT,5546.73,755,Small
544533,Seshaasai Technologies Limited,5542.35,756,Small
532899,KAVERI SEED COMPANY LTD.,5535.58,757,Small
521016,INDO COUNT INDUSTRIES LTD.,5515.64,758,Small
532638,SHOPPERS STOP LTD.,5497.22,759,Small
543258,Indigo Paints Limited,5493.56,760,Small
532768,FIEM INDUSTRIES LTD.,5481.08,761,Small
543965,TVS Supply Chain Solutions Lim,5471.57,762,Small
505509,RESPONSIVE INDUSTRIES LTD.,5456.12,763,Small
544209,Bansal Wire Industries Limited,5445.56,764,Small
543277,Laxmi Organic Industries Limit,5444.38,765,Small
544439,CRIZAC LIMITED,5442.19,766,Small
500187,AGI GREENPAC LIMITED,5412.90,767,Small
544614,Capillary Technologies India L,5378.36,768,Small
543533,eMudhra Limited,5364.23,769,Small
532942,KNR CONSTRUCTIONS LTD.,5343.18,770,Small
544322,Unimech Aerospace and Manufact,5336.09,771,Small
505255,GMM PFAUDLER LTD.,5329.76,772,Small
533271,ASHOKA BUILDCON LTD.,5298.33,773,Small
531201,SHILCHAR TECHNOLOGIES LTD.,5261.66,774,Small
505242,DYNAMATIC TECHNOLOGIES LTD.,5255.46,775,Small
539725,Gokul Agro Resources Ltd,5234.30,776,Small
524019,Kingfa Science & Technology (I,5224.26,777,Small
544027,Fedbank Financial Services Lim,5221.93,778,Small
530135,OPTIEMUS INFRACOM LTD,5203.72,779,Small
544263,KRN HEAT EXCHANGER AND REFRIGE,5183.22,780,Small
532528,DATAMATICS GLOBAL SERVICES LTD,5172.43,781,Small
517498,WEBSOL ENERGY SYSTEM LTD.,5131.69,782,Small
543626,Electronics Mart India Limited,5127.86,783,Small
532524,PTC INDIA LTD.,5094.98,784,Small
543228,Route Mobile Limited,5081.52,785,Small
539807,INFIBEAM AVENUES LIMITED,5050.12,786,Small
532189,INDIA TOURISM DEVELOPMENT CORP,5048.84,787,Small
532735,R SYSTEMS INTERNATIONAL LTD.,5046.72,788,Small
543985,ZAGGLE PREPAID OCEAN SERVICES,5042.30,789,Small
524226,GUJARAT AMBUJA EXPORTS LTD.,5031.73,790,Small
512529,SEQUENT SCIENTIFIC LTD.,4985.67,791,Small
540673,SIS LIMITED,4983.75,792,Small
538730,PDS LIMITED,4964.16,793,Small
505192,SML Mahindra Limited,4950.18,794,Small
500185,HINDUSTAN CONSTRUCTION CO.LTD.,4947.94,795,Small
544122,Entero Healthcare Solutions Li,4936.01,796,Small
500404,SUNFLAG IRON & STEEL CO.LTD.,4918.67,797,Small
500407,SWARAJ ENGINES LTD.,4900.84,798,Small
539118,VRL Logistics Limited,4898.50,799,Small
544118,JANA SMALL FINANCE BANK LIMITE,4886.32,800,Small
532940,J.KUMAR INFRAPROJECTS LTD.,4845.46,801,Small
534804,CARE Ratings Limited,4836.43,802,Small
544587,Midwest Limited,4818.55,803,Small
530239,SUVEN LIFE SCIENCES LTD.,4816.87,804,Small
542460,The Anup Engineering Ltd,4809.80,805,Small
501455,GREAVES COTTON LTD.,4808.76,806,Small
505890,KENNAMETAL INDIA LTD.,4802.84,807,Small
541967,Sky Gold And Diamonds Limited,4795.40,808,Small
532884,REFEX INDUSTRIES LTD.,4787.73,809,Small
500250,L.G.BALAKRISHNAN & BROS.LTD.,4769.20,810,Small
543249,TARC LIMITED,4765.24,811,Small
543952,NIIT Learning Systems Limited,4751.33,812,Small
533151,D B CORP LTD,4737.20,813,Small
544067,INNOVA CAPTAB LIMITED,4719.78,814,Small
514440,Blue Pearl Agriventures Limite,4703.26,815,Small
544647,Nephrocare Health Services Lim,4677.38,816,Small
500307,NIRLON LTD.,4671.91,817,Small
526433,ASM TECHNOLOGIES LTD.,4666.53,818,Small
532772,DCB BANK LIMITED,4660.96,819,Small
543387,S.J.S. Enterprises Limited,4658.34,820,Small
530999,BALAJI AMINES LTD.,4645.34,821,Small
524709,NACL Industries Limited,4642.96,822,Small
534758,CIGNITI TECHNOLOGIES LTD.,4639.28,823,Small
508486,HAWKINS COOKERS LTD.,4608.96,824,Small
523398,BOSCH HOME COMFORT INDIA LIMIT,4605.78,825,Small
523630,NATIONAL FERTILIZERS LTD.,4598.24,826,Small
532872,SUN PHARMA ADVANCED RESEARCH C,4597.56,827,Small
544454,INDIQUBE SPACES LIMITED,4593.76,828,Small
544490,Shreeji Shipping Global Limite,4577.82,829,Small
500041,BANNARI AMMAN SUGARS LTD.,4576.65,830,Small
531266,V.S.T.TILLERS TRACTORS LTD.,4549.39,831,Small
532150,INDRAPRASTHA MEDICAL CORP.LTD.,4544.36,832,Small
509966,VST INDUSTRIES LTD.,4536.45,833,Small
544550,Pace Digitek Limited,4536.31,834,Small
500339,RAIN INDUSTRIES LIMITED,4526.06,835,Small
543984,Samhi Hotels Limited,4524.74,836,Small
543971,Bondada Engineering Limited,4521.15,837,Small
500292,HEIDELBERGCEMENT INDIA LTD.,4516.02,838,Small
544223,Ceigall India Limited,4466.90,839,Small
509732,KOTHARI INDUSTRIAL CORPORATION,4463.59,840,Small
519552,HERITAGE FOODS LIMITED,4444.24,841,Small
506222,Styrenix Performance Materials,4425.44,842,Small
500285,SPICEJET LTD.,4417.42,843,Small
535754,ORIENT CEMENT LTD,4358.24,844,Small
506879,GUJARAT THEMIS BIOSYN LTD.,4349.63,845,Small
524348,AARTI DRUGS LTD.,4349.14,846,Small
541301,Orient Electric Limited,4348.25,847,Small
544140,Gopal Snacks Limited,4337.62,848,Small
543248,Restaurant Brands Asia Limited,4316.76,849,Small
517206,LUMAX INDUSTRIES LTD.,4280.74,850,Small
506854,TANFAC INDUSTRIES LTD.,4266.97,851,Small
532406,AVANTEL LTD.,4252.38,852,Small
532799,HUBTOWN LTD.,4231.33,853,Small
543620,INSOLATION ENERGY LIMITED,4222.49,854,Small
544290,ENVIRO INFRA ENGINEERS LIMITED,4220.97,855,Small
521248,KITEX GARMENTS LTD.,4184.63,856,Small
505872,WPIL LTD.,4173.57,857,Small
544420,Raymond Realty Limited,4168.80,858,Small
544314,Sanathan Textiles Limited,4153.55,859,Small
544260,Northern Arc Capital Ltd.,4152.84,860,Small
520051,JAMNA AUTO INDUSTRIES LTD.,4137.58,861,Small
512329,SG MART LIMITED,4137.14,862,Small
503101,MARATHON NEXTGEN REALTY LTD.,4116.89,863,Small
530001,GUJARAT ALKALIES & CHEMICALS L,4116.52,864,Small
544181,Awfis Space Solutions Limited,4104.35,865,Small
540701,Dishman Carbogen Amcis Limited,4100.46,866,Small
526729,GOLDIAM INTERNATIONAL LTD.,4091.27,867,Small
532407,MOSCHIP TECHNOLOGIES LIMITED,4087.94,868,Small
533262,RAMKY INFRASTRUCTURE LTD.,4080.82,869,Small
543242,Hemisphere Properties India Li,4072.07,870,Small
520057,JTEKT India Ltd,4071.33,871,Small
526881,63 Moons Technologies Limited,4050.68,872,Small
505710,GRAUER & WEIL (INDIA) LTD.,4036.53,873,Small
500243,KIRLOSKAR INDUSTRIES LTD,4020.62,874,Small
522034,SHANTHI GEARS LTD.,3973.19,875,Small
532029,SINDHU TRADE LINKS LIMITED,3970.26,876,Small
543212,Borosil Limited,3964.85,877,Small
532834,Camlin Fine Sciences Ltd,3934.60,878,Small
532156,VAIBHAV GLOBAL LTD,3930.74,879,Small
500148,UFLEX LTD.,3930.03,880,Small
532983,RPG LIFE SCIENCES LTD.,3900.90,881,Small
500330,RAYMOND LTD.,3882.48,882,Small
524372,Orchid Pharma Limited,3872.39,883,Small
539542,LUX Industries Limited,3866.78,884,Small
532440,MPS LTD.,3862.66,885,Small
538891,MAGELLANIC CLOUD LIMITED,3827.62,886,Small
544545,TRUALT BIOENERGY LIMITED,3821.92,887,Small
513349,AJMERA REALTY & INFRA INDIA LT,3803.21,888,Small
530655,Goodluck India Limited,3801.57,889,Small
519156,VADILAL INDUSTRIES LTD.,3796.56,890,Small
544455,GNG Electronics Limited,3783.19,891,Small
539978,Quess Corp Limited,3775.32,892,Small
538268,WONDERLA HOLIDAYS LTD,3770.62,893,Small
533107,SWAN DEFENCE AND HEAVY INDUSTR,3763.24,894,Small
530011,MANGALORE CHEMICALS & FERTILIZ,3759.21,895,Small
526797,GREENPLY INDUSTRIES LTD.,3751.47,896,Small
532924,KOLTE-PATIL DEVELOPERS LTD.,3709.49,897,Small
542665,Neogen Chemicals Limited,3704.87,898,Small
544232,Interarch Building Solutions L,3696.43,899,Small
523539,PRECISION WIRES INDIA LTD.,3695.98,900,Small
544088,Medi Assist Healthcare Service,3677.12,901,Small
531543,JINDAL WORLDWIDE LTD.,3673.16,902,Small
544396,Network People Services Techno,3669.58,903,Small
544530,ANAND RATHI SHARE AND STOCK BR,3667.75,904,Small
519477,CIAN Agro Ind & Infra Ltd,3662.76,905,Small
517544,CENTUM ELECTRONICS LTD.,3643.69,906,Small
532960,Dhani Services Limited,3642.50,907,Small
543600,Harsha Engineers International,3631.93,908,Small
543401,Go Fashion (India) Limited,3631.08,909,Small
504882,NATIONAL STANDARD (INDIA) LTD.,3629.65,910,Small
532626,PONDY OXIDES & CHEMICALS LTD.,3628.67,911,Small
532256,NALWA SONS INVESTMENTS LTD.,3625.95,912,Small
544525,GK ENERGY LIMITED,3623.11,913,Small
541336,IndoStar Capital Finance Limit,3616.05,914,Small
500235,KALYANI STEELS LTD.,3613.67,915,Small
540725,Share India Securities Limited,3613.67,916,Small
543325,Rolex Rings Limited,3594.10,917,Small
540025,Advanced Enzyme Technologies L,3589.91,918,Small
509079,GUFIC BIOSCIENCES LTD.,3569.80,919,Small
544355,Jubilant Agri and Consumer Pro,3564.34,920,Small
542597,MSTC Limited,3560.82,921,Small
506690,UNICHEM LABORATORIES LTD.,3559.31,922,Small
543213,ROSSARI BIOTECH LIMITED,3550.48,923,Small
543933,Cyient DLM Limited,3544.45,924,Small
544066,SUNDARAM-CLAYTON LIMITED,3534.39,925,Small
539837,RAGHAV PRODUCTIVITY ENHANCERS,3524.70,926,Small
500219,JAIN IRRIGATION SYSTEMS LTD.,3521.37,927,Small
542919,Artemis Medicare Services Limi,3509.09,928,Small
523319,BALMER LAWRIE & CO.LTD.,3502.04,929,Small
542907,Prince Pipes and Fittings Limi,3484.09,930,Small
500150,FOSECO INDIA LTD.,3478.10,931,Small
513519,PITTI ENGINEERING LIMITED,3468.21,932,Small
544161,D P ABHUSHAN LIMITED,3466.24,933,Small
513262,STEEL STRIPS WHEELS LTD.,3462.41,934,Small
533676,INDO THAI SECURITIES LTD.,3446.18,935,Small
544333,STANDARD GLASS LINING TECHNOLO,3446.08,936,Small
531719,BHAGIRADHA CHEMICALS & INDUSTR,3416.70,937,Small
542857,Greenpanel Industries Limited,3385.76,938,Small
526125,BN AGROCHEM LIMITED,3384.34,939,Small
539889,Parag Milk Foods Limited,3382.94,940,Small
503960,BHARAT BIJLEE LTD.,3380.50,941,Small
544021,Protean eGov Technologies Limi,3368.59,942,Small
533229,BAJAJ CONSUMER CARE LIMITED,3366.16,943,Small
516072,VISHNU CHEMICALS LTD.,3361.51,944,Small
544430,SAMBHV STEEL TUBES LIMITED,3361.35,945,Small
500020,BOMBAY DYEING & MFG.CO.LTD.,3354.01,946,Small
508989,NAVNEET EDUCATION LIMITED,3336.68,947,Small
544319,SENORES PHARMACEUTICALS LIMITE,3322.10,948,Small
501421,TechNVision Ventures Limited,3321.13,949,Small
513228,PENNAR INDUSTRIES LTD.,3315.97,950,Small
522215,HLE GLASCOAT LIMITED,3301.99,951,Small
532967,KIRI INDUSTRIES LTD.,3294.30,952,Small
524735,HIKAL LTD.,3280.94,953,Small
544030,Flair Writing Industries Limit,3268.81,954,Small
532732,KEWAL KIRAN CLOTHING LTD.,3258.66,955,Small
540768,Mahindra Logistics Limited,3247.78,956,Small
500414,TIMEX GROUP INDIA LTD.,3243.50,957,Small
544095,EPACK Durable Limited,3237.94,958,Small
544261,ARKADE DEVELOPERS LIMITED,3232.82,959,Small
540544,PSP Projects Limited,3212.98,960,Small
526951,STYLAM INDUSTRIES LIMITED,3179.36,961,Small
544111,Apeejay Surrendra Park Hotels,3176.07,962,Small
543489,Gateway Distriparks Limited,3169.64,963,Small
544379,Prabha Energy Limited,3167.47,964,Small
539056,IMAGICAAWORLD ENTERTAINMENT LI,3165.57,965,Small
533104,GLOBUS SPIRITS LTD.,3165.46,966,Small
532900,PAISALO DIGITAL LIMITED,3164.11,967,Small
